approach,attack_type,trial,seed,final_nsw_legit,final_nsw_ratio,final_dr,final_fpr,final_min_util,final_fairness_gap,conv_round,spectral_f1,sparse_f1,alg1_f1,offline_nsw
adaptive_alpha,byzantine,0,42,6.3762232357827635,0.798179141842035,1.0,0.0,5.64821388337074,1.5871180073245714,0,0.4,1.0,1.0,7.988461363532675
adaptive_alpha,byzantine,1,55,6.436074162597382,0.8033530979200646,1.0,0.0,5.887684898898244,1.0924752218019638,0,0.6666666666666666,1.0,1.0,8.011513466819027
adaptive_alpha,byzantine,2,68,6.282071500498682,0.8089732690563884,1.0,0.0,5.621303203344028,1.7705965873101013,0,0.6666666666666666,1.0,1.0,7.76548711903211
adaptive_alpha,byzantine,3,81,6.24700536304387,0.8073661487921802,1.0,0.0,5.746308311475734,1.1327403804432237,0,0.6666666666666666,1.0,1.0,7.737512121841362
adaptive_alpha,byzantine,4,94,6.3751633580801315,0.8109593184732572,1.0,0.0,5.813381249285799,1.3814023759436225,0,0.6666666666666666,1.0,1.0,7.8612616106098345
adaptive_alpha,byzantine,5,107,6.272087554755986,0.8053159643070039,1.0,0.0,5.536727416995945,1.5423802756191414,1,0.4,1.0,1.0,7.788356164220942
adaptive_alpha,byzantine,6,120,6.306158668073037,0.8123500786811991,1.0,0.0,5.77258046724578,1.162723591637124,0,0.6666666666666666,1.0,1.0,7.762858444367607
adaptive_alpha,byzantine,7,133,6.371953957214297,0.8085474610691407,1.0,0.0,5.632327674906706,1.6586262168134756,9,0.4,1.0,1.0,7.880742026928976
adaptive_alpha,byzantine,8,146,6.315813673653411,0.8045667739439761,1.0,0.0,5.775800359027693,1.2832446050845903,4,0.4,1.0,1.0,7.849955874629737
adaptive_alpha,byzantine,9,159,6.29228879243531,0.797706370125657,1.0,0.0,5.475068724240597,2.331380760464069,0,0.4,1.0,1.0,7.887976112619147
adaptive_alpha,byzantine,10,172,6.2534070600194624,0.8029161217280926,1.0,0.0,5.295667240251166,1.7765151235585686,0,0.4,1.0,1.0,7.7883690348133
adaptive_alpha,byzantine,11,185,6.361533241679373,0.8068779053801972,1.0,0.0,5.642209008164752,1.5231098830825678,9,0.4,1.0,1.0,7.8841336455753455
adaptive_alpha,byzantine,12,198,6.342727796015139,0.795865575269996,1.0,0.0,5.587880406709761,1.5646925270359047,15,0.4,1.0,1.0,7.969596867992914
adaptive_alpha,byzantine,13,211,6.2072413223971035,0.8151878694665788,1.0,0.0,5.2101928153248265,2.1651306879660455,0,0.6666666666666666,1.0,1.0,7.614491769190376
adaptive_alpha,byzantine,14,224,6.177482035310341,0.8078222371642302,1.0,0.0,5.675106195996258,1.0184167448763581,1,0.4,1.0,1.0,7.647080943198224
adaptive_alpha,byzantine,15,237,6.054372929338496,0.7996721939991027,1.0,0.0,5.126864536809483,1.7977306091423495,0,0.6666666666666666,1.0,1.0,7.571068463767654
adaptive_alpha,byzantine,16,250,6.331839976463662,0.8074053299059571,1.0,0.0,5.857865523612839,0.9107021020142421,9,0.4,1.0,1.0,7.842207305221983
adaptive_alpha,byzantine,17,263,6.352921379708543,0.7899541780376499,1.0,0.0,5.691021174035409,1.4856016584274494,32,0.4,1.0,1.0,8.042139096586634
adaptive_alpha,byzantine,18,276,6.394883919225543,0.8068114815718673,1.0,0.0,5.690078681926816,1.4841552167329661,14,0.6666666666666666,1.0,1.0,7.92611913103509
adaptive_alpha,byzantine,19,289,6.357405792012002,0.8003598206835204,1.0,0.0,5.521106810236544,1.6216199199281505,0,0.6666666666666666,1.0,1.0,7.943184587380553
adaptive_alpha,byzantine,20,302,6.17616830655341,0.804033520209327,1.0,0.0,5.447651811418182,1.1645984586716969,0,0.4,1.0,1.0,7.681481121515268
adaptive_alpha,byzantine,21,315,6.291142725380472,0.8187987115038786,1.0,0.0,5.718947105295151,1.1759712489472083,0,0.6666666666666666,1.0,1.0,7.6833813206979755
adaptive_alpha,byzantine,22,328,6.416586228540781,0.7997293621470993,1.0,0.0,5.685402468827985,1.5492064685195182,2,0.4,1.0,1.0,8.02344709629473
adaptive_alpha,byzantine,23,341,6.301916026814914,0.8071394412791032,1.0,0.0,5.6201075090384265,1.068607953533287,18,0.4,1.0,1.0,7.807716615642074
adaptive_alpha,byzantine,24,354,6.256571434914833,0.8009915032984881,1.0,0.0,5.193684221468738,1.788474153483496,12,0.4,1.0,1.0,7.811033461841021
