approach,attack_type,trust_mode,trial,seed,n_rounds,final_nsw_ratio,final_nsw_legit,offline_nsw,final_min_util,final_fairness_gap,final_detection_rate,final_fp_rate,final_fn_rate,final_algorithm1_detection_rate,final_algorithm1_fp_rate,avg_malicious_resource_share,final_malicious_resource_share,avg_malicious_trusted_count,final_malicious_trusted_count,avg_alpha_t,avg_expert_defensive_weight,avg_expert_aggressive_weight,avg_expert_gm_weight
adaptive_alpha,burst,algorithm1,14,224,400,0.7285437702030608,5.571233181405613,7.647080943198224,5.100511684653352,0.9770442624377242,1.0,0.0,0.0,1.0,0.0,0.06096005317337504,0.0,0.5075,0.0,0.35445538972310553,,,
adaptive_alpha,burst,algorithm1,15,237,400,0.7003218341915128,5.302184553335283,7.571068463767654,4.435020710134484,1.6243406661873925,1.0,0.0,0.0,1.0,0.0,0.10021641080926046,0.0,0.8525,0.0,0.3507944916223591,,,
adaptive_alpha,burst,algorithm1,16,250,400,0.6793925748140487,5.3279374133203055,7.842207305221983,4.94565120636911,0.8566477813036997,1.0,0.0,0.0,1.0,0.0,0.13457269495108576,0.0,1.08,0.0,0.3448722796374528,,,
adaptive_alpha,burst,algorithm1,17,263,400,0.7191737633675189,5.783695439617269,8.042139096586634,5.192485055185113,1.307820362185967,1.0,0.0,0.0,1.0,0.0,0.08430110904520989,0.0,0.7175,0.0,0.3280588707401088,,,
adaptive_alpha,burst,algorithm1,18,276,400,0.7390344256542604,5.857674899671763,7.92611913103509,5.232840248430419,1.3542339443747062,1.0,0.0,0.0,1.0,0.0,0.06847919806169735,0.0,0.535,0.0,0.3306031562842342,,,
adaptive_alpha,burst,algorithm1,19,289,400,0.7066982139770009,5.613434361191477,7.943184587380553,4.860316895641046,1.4367030935819454,1.0,0.0,0.0,1.0,0.0,0.08630522944320716,0.0,0.62,0.0,0.3552271093551003,,,
adaptive_alpha,burst,algorithm1,20,302,400,0.729445176591039,5.603219353164437,7.681481121515268,4.882903811692663,1.1162163242929628,1.0,0.0,0.0,1.0,0.0,0.06524789171645375,0.0,0.52,0.0,0.3463394890403406,,,
adaptive_alpha,burst,algorithm1,21,315,400,0.699716130083637,5.3761858436756915,7.6833813206979755,4.902826605238717,1.1543913635830716,1.0,0.0,0.0,1.0,0.0,0.11904500262495744,0.0,0.9475,0.0,0.3382035376760153,,,
adaptive_alpha,burst,algorithm1,22,328,400,0.7253059376189472,5.819453819114068,8.02344709629473,5.134744563349346,1.37115549574668,1.0,0.0,0.0,1.0,0.0,0.07668418168682187,0.0,0.7825,0.0,0.3464169809407976,,,
adaptive_alpha,burst,algorithm1,23,341,400,0.6870720372068154,5.364463761042702,7.807716615642074,4.698602313344171,1.0768637140504866,1.0,0.0,0.0,1.0,0.0,0.1366401793980626,0.0,1.32,0.0,0.33389546081723753,,,
adaptive_alpha,burst,algorithm1,24,354,400,0.6778353627458401,5.294594700026903,7.811033461841021,4.4082704192214015,1.517542437664181,1.0,0.0,0.0,1.0,0.0,0.13861200621722225,0.0,1.2625,0.0,0.34225488269689136,,,
adaptive_alpha,burst,no_trust,0,42,400,0.5120906839230589,4.090816643144379,7.988461363532675,3.517954385802043,1.0351450004312244,0.0,0.0,1.0,1.0,0.0,0.36069883463647734,0.07379114986036504,4.0,4.0,0.33816677827138636,,,
adaptive_alpha,burst,no_trust,1,55,400,0.5180803464170922,4.150607672214801,8.011513466819027,3.7768255546716176,1.0323135296558563,0.0,0.0,1.0,1.0,0.0,0.36878985081918586,0.07405900521363262,4.0,4.0,0.31915350162257883,,,
adaptive_alpha,burst,no_trust,2,68,400,0.518866089709522,4.029247936141852,7.76548711903211,3.4755416593053745,1.3224838431137602,0.0,0.0,1.0,1.0,0.0,0.36682628943514733,0.07731508750653579,4.0,4.0,0.34240229775865033,,,
adaptive_alpha,burst,no_trust,3,81,400,0.5213592855101725,4.034023791469512,7.737512121841362,3.530324321897952,0.8428634379974227,0.0,0.0,1.0,1.0,0.0,0.35827465049696927,0.08538961022351509,4.0,4.0,0.3539207542406399,,,
adaptive_alpha,burst,no_trust,4,94,400,0.5273267068335307,4.145453196679742,7.8612616106098345,3.60909916979612,1.2372431781994742,0.0,0.0,1.0,1.0,0.0,0.3621859811074847,0.07807575272848877,4.0,4.0,0.3391991501505693,,,
adaptive_alpha,burst,no_trust,5,107,400,0.5209976241362885,4.057715057486328,7.788356164220942,3.7172183348930483,0.8858471732682087,0.0,0.0,1.0,1.0,0.0,0.3609692308377563,0.8050765663395517,4.0,4.0,0.352650371609848,,,
adaptive_alpha,burst,no_trust,6,120,400,0.5137159290512656,3.987904037841768,7.762858444367607,3.210076879705991,1.2878849863141482,0.0,0.0,1.0,1.0,0.0,0.3638102510354602,0.07519711478803949,4.0,4.0,0.33822077250113725,,,
adaptive_alpha,burst,no_trust,7,133,400,0.5307545602878518,4.182739769244683,7.880742026928976,3.4290930251015213,1.385145351098156,0.0,0.0,1.0,1.0,0.0,0.35934530347515886,0.07143432514959924,4.0,4.0,0.3287563629208622,,,
adaptive_alpha,burst,no_trust,8,146,400,0.5317694988017767,4.174367101067918,7.849955874629737,3.7362740248014368,0.793461713528623,0.0,0.0,1.0,1.0,0.0,0.3619656924322946,0.0780253055931976,4.0,4.0,0.3354383431450104,,,
adaptive_alpha,burst,no_trust,9,159,400,0.5040156425688115,3.9756633489691753,7.887976112619147,3.3387201666956536,1.7347919029362306,0.0,0.0,1.0,1.0,0.0,0.3618909575061883,0.07380845282466326,4.0,4.0,0.35277134379119773,,,
adaptive_alpha,burst,no_trust,10,172,400,0.51579966581552,4.017238145404644,7.7883690348133,3.1839698763488666,1.6213464883403512,0.0,0.0,1.0,1.0,0.0,0.3709827368721712,0.8126491031687757,4.0,4.0,0.34414953146990784,,,
adaptive_alpha,burst,no_trust,11,185,400,0.5266764750519413,4.1523877172900345,7.8841336455753455,3.655066026641935,1.030623253301044,0.0,0.0,1.0,1.0,0.0,0.35192271550455884,0.8024457957726097,4.0,4.0,0.34039096636223465,,,
adaptive_alpha,burst,no_trust,12,198,400,0.5141656962340259,4.097693322336089,7.969596867992914,3.418795997841749,1.179820392028157,0.0,0.0,1.0,1.0,0.0,0.36120984992597477,0.07965645937623277,4.0,4.0,0.349452407836513,,,
adaptive_alpha,burst,no_trust,13,211,400,0.5262485402760835,4.007115178480688,7.614491769190376,3.367843345536245,1.2791474476014248,0.0,0.0,1.0,1.0,0.0,0.36132741586693284,0.07237746526941324,4.0,4.0,0.3299105399928658,,,
adaptive_alpha,burst,no_trust,14,224,400,0.513095144355596,3.92368010044922,7.647080943198224,3.5198697640238863,1.002410412541272,0.0,0.0,1.0,1.0,0.0,0.36278572193305025,0.7841107427640949,4.0,4.0,0.3574260890205423,,,
adaptive_alpha,burst,no_trust,15,237,400,0.5189582938206105,3.929068772355893,7.571068463767654,3.4503939786146702,1.2176744402314723,0.0,0.0,1.0,1.0,0.0,0.3581874011084261,0.08626955765137494,4.0,4.0,0.35340829057751294,,,
adaptive_alpha,burst,no_trust,16,250,400,0.5217576613105382,4.09173174308504,7.842207305221983,3.6084759633015886,1.2820399894345962,0.0,0.0,1.0,1.0,0.0,0.3560956623779792,0.07815552541255322,4.0,4.0,0.3473246290496067,,,
adaptive_alpha,burst,no_trust,17,263,400,0.5204130294008078,4.185233970117326,8.042139096586634,3.715866668775919,1.4714451943582887,0.0,0.0,1.0,1.0,0.0,0.36385041257200895,0.8092917372675303,4.0,4.0,0.33070622732632726,,,
adaptive_alpha,burst,no_trust,18,276,400,0.5244639797161461,4.156963983166945,7.92611913103509,3.678393814216394,0.9181858232043782,0.0,0.0,1.0,1.0,0.0,0.3647569609862819,0.07672470173031233,4.0,4.0,0.33381800259109906,,,
adaptive_alpha,burst,no_trust,19,289,400,0.5047532018787834,4.009347853594536,7.943184587380553,3.139652952196257,1.371740584992768,0.0,0.0,1.0,1.0,0.0,0.3689166375791229,0.08330350519483047,4.0,4.0,0.35744217326727734,,,
adaptive_alpha,burst,no_trust,20,302,400,0.5181723610347994,3.9803312089798046,7.681481121515268,3.602230730897651,0.6295174019332408,0.0,0.0,1.0,1.0,0.0,0.3657706668497241,0.10518561500346206,4.0,4.0,0.34948660480107774,,,
adaptive_alpha,burst,no_trust,21,315,400,0.5234284916604273,4.021700695544843,7.6833813206979755,3.574464273076613,1.123681770562261,0.0,0.0,1.0,1.0,0.0,0.3587393841477431,0.8131519905544514,4.0,4.0,0.34052263209881145,,,
adaptive_alpha,burst,no_trust,22,328,400,0.5163522655572006,4.142925085750126,8.02344709629473,3.632930900176891,1.3333318941863284,0.0,0.0,1.0,1.0,0.0,0.36993897147808563,0.80709007036114,4.0,4.0,0.34870591723409544,,,
adaptive_alpha,burst,no_trust,23,341,400,0.5221258884587335,4.076610974776134,7.807716615642074,3.723059324954753,0.7491064727941534,0.0,0.0,1.0,1.0,0.0,0.3643751208861184,0.07754998359146623,4.0,4.0,0.3360819314520289,,,
adaptive_alpha,burst,no_trust,24,354,400,0.5133572113725396,4.009850355908301,7.811033461841021,3.4298320975427665,1.1235366078071558,0.0,0.0,1.0,1.0,0.0,0.3622438321998014,0.07842596700355586,4.0,4.0,0.3447059995249632,,,
adaptive_alpha,burst,oracle,0,42,400,0.7799012756348842,6.23021120777912,7.988461363532675,5.441410780205647,1.6458157318276925,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3345824971105687,,,
adaptive_alpha,burst,oracle,1,55,400,0.7926287988843238,6.350156296450351,8.011513466819027,5.792539927738672,1.0962739896701903,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3157993576347793,,,
adaptive_alpha,burst,oracle,2,68,400,0.7801218223646993,6.058025962848928,7.76548711903211,5.468301325758376,1.7155666620779666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33892056709350143,,,
adaptive_alpha,burst,oracle,3,81,400,0.7745313728120393,5.992945885879585,7.737512121841362,5.536291028845857,1.0763028243313153,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35043307755350595,,,
adaptive_alpha,burst,oracle,4,94,400,0.7804312325504825,6.135174088170024,7.8612616106098345,5.594157335474949,1.3394166254608777,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33605914991954305,,,
adaptive_alpha,burst,oracle,5,107,400,0.7728471810611061,6.019209106618044,7.788356164220942,5.346386080198829,1.4138395865065485,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34952061150500113,,,
adaptive_alpha,burst,oracle,6,120,400,0.7830555536703219,6.07874941721861,7.762858444367607,5.53006846208672,1.1259591748682416,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33578862720665276,,,
adaptive_alpha,burst,oracle,7,133,400,0.7865358494585815,6.198486124514525,7.880742026928976,5.502028367406185,1.587237887606336,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32536480169059173,,,
adaptive_alpha,burst,oracle,8,146,400,0.7844172142871144,6.157640519453827,7.849955874629737,5.64102658833626,1.2579886803503664,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3326593670580906,,,
adaptive_alpha,burst,oracle,9,159,400,0.769418176546222,6.069152197211581,7.887976112619147,5.29253212898074,2.2385024482851774,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3501549735639149,,,
adaptive_alpha,burst,oracle,10,172,400,0.7804856809524157,6.078710509644967,7.7883690348133,5.139295449204802,1.7429927266909298,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34157543438773386,,,
adaptive_alpha,burst,oracle,11,185,400,0.781511905226533,6.1615443064142,7.8841336455753455,5.437364432914823,1.5550266297585695,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.336838589262401,,,
adaptive_alpha,burst,oracle,12,198,400,0.7714265505484654,6.147958621137628,7.969596867992914,5.491783231607359,1.4047012089335302,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34598833093103004,,,
adaptive_alpha,burst,oracle,13,211,400,0.790996676649866,6.023037683807346,7.614491769190376,5.041361644854989,2.1285565226814667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.326823586132961,,,
adaptive_alpha,burst,oracle,14,224,400,0.7718414427711068,5.902333988185553,7.647080943198224,5.373932995987343,1.0334863685550388,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3539418292884093,,,
adaptive_alpha,burst,oracle,15,237,400,0.7729510168311005,5.852065067567086,7.571068463767654,4.940449091796672,1.7857152857446872,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35006764019763476,,,
adaptive_alpha,burst,oracle,16,250,400,0.7779736418633013,6.1010305774905325,7.842207305221983,5.655501844484584,0.8922966314873779,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3440738315281528,,,
